label,message
ham,"Sorry battery died, yeah I'm here"
ham,K.then any other special?
ham,No but the bluray player can
ham,I wont touch you with out your permission.
ham,See the forwarding message for proof
ham,I see the letter B on my car
ham,Just wanted to say holy shit you guys weren't kidding about this bud
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Lol no. U can trust me.
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Are you this much buzy
ham,Wake me up at  &lt;#&gt;  am morning:)
ham,Ok... C ya...
ham,Where to get those?
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,Dunno lei... I might b eatin wif my frens... If Ã_ wan to eat then i wait 4 Ã_ lar
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,K..k..i'm also fine:)when will you complete the course?
ham,"Just wondering, the others just took off"
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
ham,Ok.
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
ham,Thanks for ve lovely wisheds. You rock
ham,Yes..gauti and sehwag out of odi series.
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,Hi msg me:)i'm in office..
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,"I hav almost reached. Call, i m unable to connect u."
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,"Sorry, I'll call later in meeting"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,Do Ã_ noe if ben is going?
ham,So Ã_ pay first lar... Then when is da stock comin...
ham,Keep my payasam there if rinu brings
ham,So u wan 2 come for our dinner tonight a not?
ham,On the road so cant txt
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,"I av a new number,  . Wil u only use this one,ta."
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Nothing spl..wat abt u and whr ru?
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
ham,I uploaded mine to Facebook
ham,"Oh yes, why is it like torture watching england?"
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,So wats ur opinion abt him and how abt is character?
ham,Shall i come to get pickle
ham,aathi..where are you dear..
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,"Just dropped em off, omw back now"
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,So i could kiss and feel you next to me...
ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,Sorry de i went to shop.
ham,"I can't right this second, gotta hit people up first"
ham,Did u got that persons story
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,Ok lor Ã_ reaching then message me.
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng"""
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,\alright babe
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Yup song bro. No creative. Neva test quality. He said check review online.
ham,"Yeah why not, is the gang all ready"
ham,Senthil group company Apnt 5pm.
ham,I am joining today formally.Pls keep praying.will talk later.
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,It only does simple arithmetic not percentages.
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,Eh den sat u book e kb liao huh...
ham,Yes but I don't care cause I know its there!
ham,Yeah but which is worse for i
ham,Do u hav any frnd by name ashwini in ur college?
ham,I can do that! I want to please you both inside and outside the bedroom...
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,Oh god. I'm gonna Google nearby cliffs now.
ham,Well. Balls. Time to make calls
ham,Yeah whatever lol
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÃ¥ÃS AL!!!!!!!!!
ham,Check audrey's status right now
ham,Okay... I booked all already... Including the one at bugis.
ham,I dunno lei... Like dun haf...
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Stupid auto correct on my phone
ham,Hey you told your name to gautham ah?
ham,U should have made an appointment
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,No chikku nt yet.. Ya i'm free
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Just finished eating. Got u a plate. NOT leftovers this time.
ham,You want to go? 
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,Match started.india  &lt;#&gt;  for 2
ham,Ok lor.
ham,Oh ok no prob..
ham,"Oh, then your phone phoned me but it disconnected"
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,You best watch what you say cause I get drunk as a motherfucker
ham,Unni thank you dear for the recharge..Rakhesh
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,I'm at home n ready...
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,What time do u get out?
ham,I plane to give on this month end.
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Where are you lover ? I need you ...
ham,Nope. I just forgot. Will show next week
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,Prepare to be pounded every night...
ham,Otherwise had part time job na-tuition..
ham,Can Ã_ call me at 10:10 to make sure dat i've woken up...
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,Where is it. Is there any opening for mca.
ham,Ill be at yours in about 3 mins but look out for me
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
ham,Are you staying in town ?
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Got it..mail panren paru..
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Id onluy matters when getting on from offcampus
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,Thats cool. i liked your photos. You are very sexy!
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,Dear good morning now only i am up
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,Going for dinner.msg you after.
ham,Pandy joined 4w technologies today.he got job..
ham,"\Pete can you please ring meive hardly gotany credit\"""""
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Ok. There may be a free gym about.
ham,I will once i get home
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
ham,K...k...when will you give treat?
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Like  &lt;#&gt; , same question"
ham,Finish liao... U?
ham,"Sorry, I'll call later"
ham,Yun buying... But school got offer 2000 plus only...
ham,U know we watchin at lido?
ham,Okie
ham,K.i will send in  &lt;#&gt;  min:)
ham,I thk Ã_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham,Total video converter free download type this in google search:)
ham,Aight do you still want to get money
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,"Nah, I'm a perpetual DD"
ham,Erm. I thought the contract ran out the4th of october.
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,I love you both too :-)
ham,Think + da. You wil do.
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Okay. I've seen it. So i should pick it on friday?
ham,Congrats kano..whr s the treat maga?
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Thanx a lot 4 ur help!
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,Yup
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,Sac will score big hundred.he is set batsman:-)
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Pls she needs to dat slowly or she will vomit more.
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,K..k:)where are you?how did you performed?
ham,Am going to take bath ill place the key in window:-)
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,"No, I was trying it all weekend ;V"
ham,I had it already..sabarish asked me to go..
ham,YO YO YO BYATCH WHASSUP?
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Good morning princess! Happy New Year!
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,ÃÃ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,I come n pick Ã_ up... Come out immediately aft ur lesson...
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,"Sorry, I'll call later"
ham,MMM ... Fuck .... Merry Christmas to me
ham,ÃÃ ready then call me...
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
ham,In da car park 
ham,No one interested. May be some business plan.
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,You do what all you like
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Maybe you should find something else to do instead???
ham,K tell me anything about you.
ham,Ok. Me watching tv too.
ham,Ok. She'll be ok. I guess
ham,And pls pls drink plenty plenty water
ham,Are you this much buzy
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
ham,You call him and tell now infront of them. Call him now.
ham,May b approve panalam...but it should have more posts..
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
ham,"Hi Chikku, send some nice msgs"
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,I'm at work. Please call
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,You always make things bigger than they are
ham,"Text me when you get off, don't call, my phones having problems"
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,U sick still can go shopping?
ham,One small prestige problem now.
ham,I dled 3d its very imp
ham,Ok lor... But buy wat?
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,If india win or level series means this is record:)
ham,If I was I wasn't paying attention
ham,Oh...i asked for fun. Haha...take care. Ã_
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Okie
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,If you r @ home then come down within 5 min
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Ok... But bag again..
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
ham,"Hey , is * rite u put Ã¥Ã10 evey mnth is that all?"
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,Can you open the door?
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
ham,Gettin rdy to ship comp
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,I'm going out to buy mum's present ar.
ham,Good. No swimsuit allowed :)
ham,Where did u go? My phone is gonna die you have to stay in here
ham,"And how you will do that, princess? :)"
ham,U repeat e instructions again. Wat's e road name of ur house?
ham,Networking technical support associate.
ham,No probs hon! How u doinat the mo?
ham,Hi dude hw r u da realy mising u today
ham,Die... Now i have e toot fringe again...
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,"Haha figures, well I found the piece and priscilla's bowl"
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,Where can download clear movies. Dvd copies.
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
ham,"Sorry, I can't help you on this."
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,You've always been the brainy one.
ham,am up to my eyes in philosophy
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,Am i that much bad to avoid like this?
ham,"Cool, text me when you're parked"
ham,If i said anything wrong sorry de:-)
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Still i have not checked it da. . .
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Then wat r u doing now? Busy wif work?
ham,"Yes..but they said its IT.,"
ham,So u workin overtime nigpun?
ham,G wants to know where the fuck you are
ham,Have you started in skye
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
ham,Oh you got many responsibilities.
ham,Ok i've sent u da latest version of da project.
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Goodnight da thangam I really miss u dear.
ham,will you like to be spoiled? :)
ham,Buy one egg for me da..please:)
ham,Hi. Hope you had a good day. Have a better night.
ham,"Babe, I need your advice"
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,I'm done. C Ã_ there.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,Wanna do some art?! :D
ham,Change again... It's e one next to escalator...
ham,So wat's da decision?
ham,O. Guess they both got screwd
ham,Dont talk to him ever ok its my word.
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Fine i miss you very much.
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,Ok. Very good. Its all about making that money.
ham,In work now. Going have in few min.
ham,No..few hours before.went to hair cut .
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,Not able to do anything.
ham,No..its ful of song lyrics..
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur Ã¥Ãrents mayb interested in it, I hav 12,000pes, so around Ã¥Â£48, tb, James."
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Huh but i cant go 2 ur house empty handed right?
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Sounds great! Are you home now?
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
ham,I said its okay. Sorry
ham,ARR birthday today:) i wish him to get more oscar.
ham,"Alright if you're sure, let me know when you're leaving"
ham,"Awesome, lemme know whenever you're around"
ham,"Nah man, my car is meant to be crammed full of people"
ham,Ok.ok ok..then..whats ur todays plan
ham,Pls send me the correct name da.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,"Some friends want me to drive em someplace, probably take a while"
ham,K.k:)apo k.good movie.
ham,You could have seen me..i did't recognise you Face.:)
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\"""""
ham,I can take you at like noon
ham,At home by the way
ham,You are gorgeous! keep those pix cumming :) thank you!
ham,Oh that was a forwarded message. I thought you send that to me
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
ham,Ok leave no need to ask
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,Ya it came a while ago
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,S:)no competition for him.
ham,"Coffee cake, i guess..."
ham,When did you get to the library
ham,Mum ask Ã_ to buy food home...
ham,Small problem in auction:)punj now asking tiwary
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,We got a divorce. Lol. She.s here
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,Tension ah?what machi?any problem?
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,Where @
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,I'm also came to room.
ham,How did you find out in a way that didn't include all of these details
ham,Lol well don't do it without me. We could have a big sale together.
ham,Nothing just getting msgs by dis name wit different no's..
ham,I had askd u a question some hours before. Its answer
ham,You getting back any time soon?
ham,Got meh... When?
